Incident_ID,City,Vehicle_Type,Accident_Type,Severity,Weather_Condition,Driver_Age,Driver_Gender,Injury_Count,Damage_Cost_PHP,Traffic_Volume,Road_Lighting,Speed_Limit
MMTI-2025-02371,Taguig,SUV/Van,Hit and Run,Risk Level 2,Cloudy,37.0,Male,0,341987.87,Moderate,Unlit,60
MMTI-2025-10336,Makati,,Head-on,,Clear,,Male,0,57377.44,Moderate,Poorly-Lit,60
MMTI-2025-12519,San Juan,Motorcycle,Head-on,3.0,,35.0,Male,0,14831.66,Heavy,Well-Lit,100 km/h
MMTI-2025-05197,Caloocan,Car,Head-on,3,Clear,36.0,Male,0,43581.24,Moderate,Poorly-Lit,60
MMTI-2025-18408,Makati,,Side-swipe,3,Clear,31.0,Male,0,71745.48,Heavy,Well-Lit,60
MMTI-2025-01897,Mandaluyong,SUV/Van,Head-on,,Clear,25.0,Female,0,84976.84,Heavy,Well-Lit,60 km/h
MMTI-2025-16533,Muntinlupa,Car,Side-swipe,3,Clear,44.0,Male,0,53966.34,Heavy,Well-Lit,60 km/h
MMTI-2025-03886,Makati,Car,Rear-end,2,Cloudy,21.0,Male,0,216373.09,Light,Well-Lit,80 km/h
MMTI-2025-16077,,SUV/Van,Head-on,3,,37.0,Male,0,165972.93,Moderate,Well-Lit,30
MMTI-2025-13865,Manila,Car,Hit and Run,6.0,Cloudy,36.0,Male,1,,Heavy,Well-Lit,60 km/h
MMTI-2025-13506,Quezon,Jeepney,Side-swipe,,Rain,32.0,Male,0,"PHP 7,391.70",Heavy,Unlit,60
MMTI-2025-19891,Mandaluyong,Car,Rear-end,3,Clear,28.0,Male,0,69451.41,Heavy,Well-Lit,30
MMTI-2025-15845,Manila,SUV/Van,Head-on,3.0,Cloudy,18.0,Female,0,"PHP 179,505.09",Heavy,Well-Lit,100 km/h
MMTI-2025-07763,Manila,,Side-swipe,Risk Level 3,Clear,40.0,Female,0,128943.04,HEAVY,Poorly-Lit,80 km/h
MMTI-2025-20975,Navotas,Motorcycle,Hit and Run,,Clear,27.0,Male,0,19206.78,Heavy,Poorly-Lit,60
MMTI-2025-07247,Las Pinas,Car,Rear-end,Risk Level 3,Clear,56.0,Male,0,87108.23,Heavy,Unlit,40 km/h
MMTI-2025-20820,Quezon,Car,Hit and Run,3,Rainy,59.0,Male,0,1067674.6,Heavy,No Lights,40
MMTI-2025-04343,QUEZON ,Bus,Head-on,,Clear,30.0,Male,0,165860.83,Heavy,Well-Lit,60 km/h
MMTI-2025-21356,Manila,Car,Rear-end,,Rain,36.0,Male,0,80684.03,,Well-Lit,80
MMTI-2025-12729,Quezon,Motorcycle,Rear-end,6,Stormy,54.0,M,3,2267287.47,Heavy,Well-Lit,60
MMTI-2025-04356,Marikina,Jeepney,Head-on,1,Clear,999.0,Male,0,"PHP 59,118.46",Moderate,Unlit,60 kph
MMTI-2025-19978,Taguig,Car,Hit and Run,3,Cloudy,34.0,Male,0,337522.2,Moderate,Well-Lit,80 km/h
MMTI-2025-01074,Manila,Motorcycle,Hit and Run,3,Cloudy,40.0,Male,0,180069.1,Heavy,Poorly-Lit,80
MMTI-2025-08054,Caloocan,Truck,Side-swipe,Risk Level 3,Clear,,Male,0,1419079.05,Moderate,Well-Lit,80
MMTI-2025-14375,Quezon,Car,Head-on,Risk Level 3,Rainy,38.0,Male,0,1043882.6,Heavy,Well-Lit,40
MMTI-2025-07069,Caloocan,Motorcycle,Side-swipe,1,Clear,18.0,Male,0,"PHP 42,757.54",Moderate,Well-Lit,60
MMTI-2025-22258,Paranaque,Car,Hit and Run,3,Clear,33.0,Male,0,101527.45,Heavy,dark,60
MMTI-2025-12348,Quezon,,Side-swipe,4,Clear,43.0,Male,1,92638.5,Moderate,Poorly-Lit,40
MMTI-2025-16623,Quezon,Motorcycle,Side-swipe,2,,35.0,Male,0,13157.54,Moderate,Well-Lit,80
MMTI-2025-12864,Las Pinas,SUV/Van,Side-swipe,3.0,Clear,20.0,Unknown,0,86546.05,Heavy,Poorly-Lit,40 km/h
MMTI-2025-01580,Quezon,Car,Rear-end,3,Stormy,58.0,Female,0,99999999,Heavy,Unlit,60 kph
MMTI-2025-08316,Pasig,Motorcycle,Rear-end,Risk Level 3,Clear,28.0,Female,0,"PHP 127,423.19",Heavy,Well-Lit,80
MMTI-2025-12379,Makati,Car,Rear-end,4,Clear,41.0,Male,1,168462.74,,Well-Lit,60
MMTI-2025-02546,Makati,Car,Rear-end,6,Cloudy,50.0,Male,2,257928.82,LIGHT,Poorly-Lit,40
MMTI-2025-00651,Quezon,Car,Rear-end,3.0,Cloudy,34.0,Female,0,482351.47,Heavy,Poorly-Lit,40 km/h
MMTI-2025-19911,Quezon,Car,Head-on,2,Cloudy,34.0,Male,0,396187.17,Moderate,Well-Lit,60
MMTI-2025-14693,Quezon,Car,Rear-end,3.0,Rainy,30.0,M,0,1685718.05,Moderate,Unlit,80
MMTI-2025-23148,Quezon,Truck,Side-swipe,3,Stormy,40.0,Female,0,1914680.47,Heavy,Well-Lit,40 kph
MMTI-2025-09049,Mandaluyong,,Side-swipe,2.0,Clear,41.0,Male,0,30653.16,Heavy,POOR,60
MMTI-2025-04396,,Truck,Head-on,2,Clear,50.0,Male,0,"PHP 77,803.36",Heavy,Unlit,80 km/h
MMTI-2025-09997,MANILA ,SUV/Van,Head-on,,Clear,43.0,Male,0,126793.88,,Well-Lit,80
MMTI-2025-22597,MAKATI ,Bus,Hit and Run,Risk Level 6,Storm,50.0,Male,3,1841604.77,,Well-Lit,60 kph
MMTI-2025-20099,Quezon,Truck,Head-on,3,Rainy,36.0,Male,0,874840.33,Heavy,Well-Lit,60 km/h
MMTI-2025-04551,Malabon,Car,Rear-end,3,Clear,44.0,Male,0,37323.61,Light,Well-Lit,100 km/h
MMTI-2025-12457,QUEZON ,SUV/Van,Head-on,6.0,,26.0,male,4,241416.19,Heavy,dark,60
MMTI-2025-08784,Caloocan,Car,Head-on,3.0,Clear,38.0,Male,0,43427.78,Heavy,Well-Lit,60
MMTI-2025-18838,,Car,Rear-end,3.0,Clear,34.0,F,0,218204.99,Heavy,No Lights,60
MMTI-2025-21813,Manila,Car,Head-on,3,,56.0,Female,0,175479.31,MODERATE,Well-Lit,40
MMTI-2025-04909,Pasig,Car,Head-on,3.0,Clear,19.0,Male,0,125267.4,Moderate,Well-Lit,60
MMTI-2025-17568,QUEZON ,Bus,Side-swipe,Risk Level 3,Clear,37.0,Male,0,1453528.29,,Poorly-Lit,60 km/h
MMTI-2025-05399,Quezon,Motorcycle,Side-swipe,Risk Level 3,Clear,42.0,Male,0,,Moderate,Lit,80
MMTI-2025-21199,Paranaque,SUV/Van,Hit and Run,3,Clear,20.0,female ,0,117466.71,Moderate,POOR,60 kph
MMTI-2025-16534,Manila,SUV/Van,Side-swipe,,Clear,47.0,Male,2,57115.26,,POOR,80 kph
MMTI-2025-18131,Malabon,Car,Rear-end,3,Clear,33.0,female ,0,37308.33,Heavy,Well-Lit,40
MMTI-2025-13698,Mandaluyong,Bus,Rear-end,3,Rain,17.0,Male,0,,Heavy,No Lights,60 km/h
MMTI-2025-19142,Pasig,Motorcycle,Side-swipe,3.0,Clear,33.0,Male,0,127646.78,Heavy,Unlit,60 km/h
MMTI-2025-01671,,Car,Head-on,Risk Level 1,Cloudy,48.0,Male,0,14700.23,,Poorly-Lit,30 kph
MMTI-2025-18214,Makati,Motorcycle,Head-on,,Clear,53.0,Female,0,4.7k,,Poorly-Lit,40
MMTI-2025-05235,Las Pinas,Motorcycle,Side-swipe,3,Clear,45.0,Male,0,82570.26,Light,Well-Lit,60
MMTI-2025-01029,Quezon,Jeepney,Head-on,Risk Level 3,Clear,33.0,F,0,56577.77,,Well-Lit,30
MMTI-2025-05124,Caloocan,Jeepney,Head-on,3,Clear,59.0,Unknown,0,"PHP 42,739.26",Heavy,Well-Lit,60
MMTI-2025-21920,Pasay,Car,Rear-end,3,Clear,37.0,Male,0,46574.17,HEAVY,Unlit,60
MMTI-2025-04246,Quezon,Car,Hit and Run,3,Rainy,34.0,Male,0,826803.42,Heavy,Well-Lit,60 kph
MMTI-2025-23010,Pasig,Car,Rear-end,2,Clear,46.0,Male,0,145196.22,Moderate,Well-Lit,40 km/h
MMTI-2025-00339,Manila,Car,Head-on,3,Cloudy,46.0,Female,0,187873.15,Heavy,Well-Lit,60
MMTI-2025-22161,Pasay,Car,Side-swipe,3,Clear,21.0,Male,0,45672.11,Heavy,Poorly-Lit,60
MMTI-2025-23206,,Motorcycle,Side-swipe,1,Clear,32.0,Male,0,14.7k,Light,Well-Lit,80
MMTI-2025-18953,Pasig,Motorcycle,Head-on,2.0,Clear,58.0,F,0,140453.11,Moderate,Poorly-Lit,60
MMTI-2025-09633,Manila,SUV/Van,Side-swipe,,Clear,42.0,Male,4,111382.36,Light,Unlit,60
MMTI-2025-00862,Quezon,Motorcycle,Head-on,6.0,Rainy,27.0,Male,4,783833.05,Heavy,Well-Lit,60
MMTI-2025-00319,,Motorcycle,Hit and Run,3,Cloudy,49.0,Female,0,12764.03,Moderate,Poorly-Lit,60 km/h
MMTI-2025-11358,Quezon,Truck,Head-on,Risk Level 6,Cloudy,26.0,Male,3,522439.9,HEAVY,Well-Lit,80
MMTI-2025-16203,Marikina,Car,Rear-end,2,Clear,27.0,Female,0,58994.6,Light,Well-Lit,60
MMTI-2025-15312,Quezon,Car,Head-on,3,Rainy,21.0,Female,0,1120504.71,Heavy,Unlit,100 km/h
MMTI-2025-04112,Manila,Jeepney,Head-on,3,Clear,,Male,0,50519.2,Heavy,Poorly-Lit,60
MMTI-2025-08420,Muntinlupa,Motorcycle,Rear-end,,Clear,45.0,Male,0,14.2k,Moderate,Well-Lit,40
MMTI-2025-14610,Quezon,Car,Rear-end,Risk Level 3,Cloudy,35.0,Male,0,"PHP 406,896.08",Heavy,Poorly-Lit,30
MMTI-2025-13298,Pasay,Jeepney,Side-swipe,3,Clear,,Male,0,48674.66,Heavy,Well-Lit,40
MMTI-2025-20294,,Motorcycle,Side-swipe,2,,49.0,Female,0,13817.91,Moderate,Poorly-Lit,80
MMTI-2025-17673,Paranaque,SUV/Van,Side-swipe,3,Clear,56.0,Male,0,108401.59,Heavy,Unlit,60
MMTI-2025-09705,MANDALUYONG ,Car,Head-on,3,Clear,39.0,Female,0,241651.92,,Well-Lit,60
MMTI-2025-22109,Taguig,SUV/Van,Head-on,3,Cloudy,36.0,Female,0,270050.33,Moderate,Poorly-Lit,60
MMTI-2025-21393,Manila,,Side-swipe,Risk Level 3,Cloudy,46.0,male,0,,Heavy,Well-Lit,40
MMTI-2025-23030,Quezon,Car,Hit and Run,3,Cloudy,23.0,Male,0,433166.88,Moderate,Poorly-Lit,60
MMTI-2025-16238,Quezon,Motorcycle,Rear-end,6.0,Rainy,32.0,Female,2,699836.04,Heavy,Lit,60
MMTI-2025-09245,QUEZON ,Motorcycle,Head-on,3,,43.0,Female,0,10210.98,Moderate,Unlit,80
MMTI-2025-11570,Pasig,Truck,Hit and Run,1,Clear,-10.0,Male,0,147004.9,Light,Poorly-Lit,60
MMTI-2025-13649,Quezon,Jeepney,Rear-end,3.0,,30.0,Female,0,"PHP 80,307.46",Heavy,Unlit,30 km/h
MMTI-2025-23523,Manila,Bus,Head-on,3,Clear,35.0,Male,0,,Moderate,Lit,40 kph
MMTI-2025-17671,Quezon,Motorcycle,Head-on,Risk Level 3,Rainy,35.0,Male,0,1087527.57,Heavy,Well-Lit,60
MMTI-2025-21616,Makati,Bus,Head-on,,Clear,26.0,female ,0,104558.67,Heavy,Poorly-Lit,60
MMTI-2025-02758,Quezon,Car,Hit and Run,Risk Level 6,Stormy,26.0,Male,3,1806969.05,Moderate,Well-Lit,40
MMTI-2025-20699,Manila,Car,Side-swipe,3.0,Cloudy,29.0,Male,0,183663.08,Heavy,Lit,60 kph
MMTI-2025-17312,Taguig,Motorcycle,Side-swipe,Risk Level 3,Cloudy,23.0,Male,0,282216.54,HEAVY,POOR,40 km/h
MMTI-2025-05291,Quezon,SUV/Van,Side-swipe,6,Rainy,45.0,Male,4,1069867.22,Heavy,Well-Lit,40
MMTI-2025-15352,Quezon,Car,Hit and Run,3.0,Rainy,34.0,Male,0,1135721.95,Heavy,Poorly-Lit,60 km/h
MMTI-2025-16198,QUEZON ,,Side-swipe,3.0,Rain,46.0,Male,0,102214.47,Moderate,Well-Lit,60
MMTI-2025-01364, manila ,Jeepney,Head-on,,Clear,42.0,Male,0,"PHP 26,280.94",Heavy,Well-Lit,100
MMTI-2025-21704,Quezon,Car,Head-on,Risk Level 3,Clear,150.0,Male,0,110092.78,,Lit,60 kph
MMTI-2025-06668, quezon,Truck,Side-swipe,,Clear,27.0,Male,0,280198.68,Heavy,Poorly-Lit,60 km/h
MMTI-2025-19696,Quezon,SUV/Van,Head-on,3.0,Rainy,29.0,Male,0,743117.07,Heavy,Well-Lit,40 kph
MMTI-2025-20461,Marikina,Jeepney,Head-on,3,,17.0,Female,0,71474.87,Heavy,dark,60
MMTI-2025-08253,,Truck,Rear-end,4.0,Cloudy,24.0,Female,3,534465.39,Heavy,Poorly-Lit,40 km/h
MMTI-2025-22072,San Juan,Jeepney,Side-swipe,,Clear,36.0,Male,0,23946.1,HEAVY,Well-Lit,40 kph
MMTI-2025-19975,,Jeepney,Side-swipe,Risk Level 2,Clear,22.0,Male,0,"PHP 12,580.18",Heavy,Poorly-Lit,80 km/h
MMTI-2025-23055, pasig,Motorcycle,Head-on,,Rain,24.0,Male,0,"PHP 9,367.96",Moderate,Well-Lit,40
MMTI-2025-14462,Pasig,,Head-on,3,Clear,46.0,Female,0,"PHP 60,181.04",MODERATE,Poorly-Lit,100 km/h
MMTI-2025-15040,Makati,,Side-swipe,3.0,Clear,32.0,Male,0,,Heavy,No Lights,60
MMTI-2025-17375,Paranaque,Car,Hit and Run,Risk Level 3,Clear,,M,0,58097.62,Heavy,Well-Lit,60
MMTI-2025-09960,Muntinlupa,Car,Side-swipe,2.0,Clear,45.0,F,0,54335.41,Heavy,Well-Lit,60
MMTI-2025-19459,Las Pinas,Motorcycle,Hit and Run,3,Clear,48.0,Female,0,82314.68,Heavy,Well-Lit,30
MMTI-2025-10335,Caloocan,SUV/Van,Head-on,Risk Level 3,Clear,43.0,M,0,44121.56,HEAVY,Well-Lit,60
MMTI-2025-02027,Manila,Jeepney,Side-swipe,1,Cloudy,35.0,Male,0,,Moderate,Well-Lit,60
MMTI-2025-13001,Marikina,Car,Side-swipe,3,Cloudy,37.0,female ,0,,Heavy,Poorly-Lit,40
MMTI-2025-07988,Manila,Car,Head-on,Risk Level 3,Clear,43.0,Female,0,163703.12,Heavy,Well-Lit,40
MMTI-2025-14094,Muntinlupa,Jeepney,Head-on,2.0,Clear,45.0,Male,0,12587.14,,Well-Lit,60 kph
MMTI-2025-07689,Pasig,Truck,Head-on,Risk Level 3,Clear,30.0,M,0,"PHP 159,538.66",Moderate,Poorly-Lit,60
MMTI-2025-14997,Quezon,SUV/Van,Side-swipe,3,Cloudy,31.0,Male,0,596268.32,Moderate,Well-Lit,60 kph
MMTI-2025-00751,Quezon,Bus,Head-on,1,Clear,25.0,Male,0,131862.14,,Well-Lit,60 km/h
MMTI-2025-18118,Pasig,Motorcycle,Hit and Run,Risk Level 6,,37.0,Unknown,3,98571.64,,Well-Lit,40
MMTI-2025-21186,Taguig,SUV/Van,Head-on,3.0,Rain,48.0,Male,0,,Light,Well-Lit,30
MMTI-2025-12183,Quezon,Jeepney,Rear-end,3,Rainy,44.0,Male,0,1474084.81,Heavy,Well-Lit,60
MMTI-2025-09502,Paranaque,Car,Head-on,3.0,Clear,41.0,Male,0,112763.04,Heavy,Poorly-Lit,60
MMTI-2025-09104,Muntinlupa,Car,Hit and Run,3,Clear,26.0,Male,0,54165.81,Moderate,well lit,60
MMTI-2025-19739,Manila,Truck,Side-swipe,3,,37.0,Female,0,906325.61,Light,Poorly-Lit,60
MMTI-2025-04398,Quezon,Truck,Hit and Run,3,Rainy,43.0,female ,0,1628411.99,MODERATE,Well-Lit,80
MMTI-2025-04687,Quezon,SUV/Van,Rear-end,3,Rainy,54.0,Male,0,670241.32,Light,Poorly-Lit,40
MMTI-2025-13269,Quezon,Car,Hit and Run,Risk Level 3,Rainy,50.0,Male,0,1420124.41,Heavy,Poorly-Lit,30
MMTI-2025-22304,Caloocan,Motorcycle,Head-on,6,Clear,30.0,Unknown,4,43409.2,Heavy,well lit,40 km/h
MMTI-2025-07978,Manila,Car,Head-on,,Clear,17.0,Female,0,78276.11,Heavy,well lit,60
MMTI-2025-09933,Pasig,Car,Side-swipe,3,Clear,0.0,M,0,163128.1,Heavy,Poorly-Lit,30
MMTI-2025-00042,Quezon,Car,Hit and Run,6,Stormy,23.0,Female,3,3058722.13,Light,Well-Lit,60 km/h
MMTI-2025-00760,Taguig,,Head-on,3,Clear,48.0,Male,0,52780.04,Heavy,Unlit,60 km/h
MMTI-2025-20175,,Bus,Hit and Run,3,Clear,43.0,Female,0,-25000,Moderate,Poorly-Lit,60
MMTI-2025-17025,Las Pinas,Bus,Rear-end,3,Clear,59.0,Female,0,,Heavy,Well-Lit,80
MMTI-2025-07973,Quezon,Truck,Side-swipe,2,,40.0,Male,0,430157.73,Heavy,Poorly-Lit,40
MMTI-2025-14528,Las Pinas,Truck,Head-on,Risk Level 3,Clear,46.0,Male,0,86865.65,HEAVY,Well-Lit,60
MMTI-2025-18400,Quezon,Car,Head-on,Risk Level 6,Stormy,38.0,Male,4,3295061.0,Heavy,Well-Lit,30 km/h
MMTI-2025-18876,Manila,Motorcycle,Head-on,,Cloudy,,Female,1,3099.71,Heavy,Poorly-Lit,60
MMTI-2025-21630,Valenzuela,Jeepney,Side-swipe,Risk Level 3,Clear,47.0,Female,0,93302.47,,Well-Lit,100
MMTI-2025-22377,,,Hit and Run,3,Clear,39.0,male,0,84529.72,Heavy,Well-Lit,40
MMTI-2025-06374,Muntinlupa,Car,Side-swipe,2,Clear,36.0,male,0,56726.18,Light,Poorly-Lit,80 km/h
MMTI-2025-08658, manila,Motorcycle,Rear-end,3,Cloudy,27.0,Female,0,26652.87,,Well-Lit,60 km/h
MMTI-2025-10369,Quezon,Car,Side-swipe,3.0,Rainy,45.0,Male,0,1056930.52,Light,Poorly-Lit,60
MMTI-2025-01390,Paranaque,SUV/Van,Rear-end,3,Clear,46.0,Unknown,0,,Heavy,Well-Lit,40
MMTI-2025-07342,Quezon,Truck,Hit and Run,3.0,Cloudy,32.0,Male,0,422.2k,Heavy,No Lights,100 km/h
MMTI-2025-12146,Quezon,Motorcycle,Hit and Run,3,Rainy,58.0,Female,0,896685.03,Moderate,Well-Lit,30
MMTI-2025-18715,Taguig,Motorcycle,Rear-end,Risk Level 3,Cloudy,43.0,Female,0,321088.23,HEAVY,Well-Lit,60 kph
MMTI-2025-14765,Taguig,Truck,Hit and Run,3,Cloudy,41.0,Female,0,280184.5,Heavy,Lit,80
MMTI-2025-07753, manila,Car,Hit and Run,,Clear,27.0,Male,0,"PHP 15,259.84",Heavy,Poorly-Lit,60 km/h
MMTI-2025-06974,Paranaque,SUV/Van,Rear-end,3.0,Clear,47.0,Male,0,105714.95,Heavy,POOR,60
MMTI-2025-22989,,SUV/Van,Hit and Run,Risk Level 6,Cloudy,55.0,Male,4,"PHP 312,222.08",Heavy,Poorly-Lit,60 km/h
MMTI-2025-21927,Paranaque,Jeepney,Head-on,6,Clear,36.0,Male,4,103391.27,Heavy,Well-Lit,60 km/h
MMTI-2025-02850,QUEZON ,SUV/Van,Hit and Run,6.0,,49.0,Female,4,668190.85,Heavy,Well-Lit,40 kph
MMTI-2025-06165,Las Pinas,SUV/Van,Rear-end,3.0,Clear,28.0,Male,0,94691.14,Heavy,Well-Lit,100 km/h
MMTI-2025-21822,Caloocan,,Hit and Run,2,Clear,35.0,Male,0,35445.32,Moderate,Well-Lit,30
MMTI-2025-10296,Taguig,Motorcycle,Side-swipe,Risk Level 2,Cloudy,34.0,Male,0,288768.17,Moderate,Well-Lit,40 km/h
MMTI-2025-12138,Taguig,Car,Rear-end,6,Cloudy,46.0,Female,1,286147.31,Moderate,Unlit,60 km/h
MMTI-2025-12237,Caloocan,Car,Rear-end,Risk Level 3,Clear,31.0,Male,0,43053.41,Heavy,Unlit,40
MMTI-2025-00218,Makati,Car,Hit and Run,3.0,,,Male,0,140929.8,Heavy,No Lights,60
MMTI-2025-01697, makati,Truck,Hit and Run,3,Clear,32.0,Male,0,,Light,Well-Lit,80
MMTI-2025-06056,Quezon,Motorcycle,Rear-end,1.0,Clear,42.0,Female,0,13269.08,,Unlit,30 kph
MMTI-2025-00100,Pasig,Car,Hit and Run,3,Clear,35.0,Male,0,128419.09,Heavy,Well-Lit,40 km/h
MMTI-2025-06749,Quezon,Motorcycle,Side-swipe,,Clear,38.0,Male,0,6948.74,Heavy,Poorly-Lit,40
MMTI-2025-02495,Pasig,Car,Rear-end,6.0,Clear,53.0,Male,4,139210.94,Heavy,Well-Lit,30 kph
MMTI-2025-18866,Pasig,Motorcycle,Head-on,2,Clear,23.0,Male,0,161485.43,Moderate,Well-Lit,60 kph
MMTI-2025-03272,Malabon,Motorcycle,Hit and Run,Risk Level 3,Clear,27.0,Male,0,37242.6,Heavy,Well-Lit,60
MMTI-2025-18416,Pasig,Car,Side-swipe,4,,50.0,Male,4,199342.32,Heavy,dark,40
MMTI-2025-04975,Quezon,Car,Rear-end,3,Cloudy,22.0,Female,0,558580.04,Heavy,No Lights,40
MMTI-2025-21501,Paranaque,SUV/Van,Side-swipe,1,,35.0,Male,0,62216.8,Light,Poorly-Lit,60
MMTI-2025-16585,Manila,SUV/Van,Side-swipe,Risk Level 3,Cloudy,51.0,Female,0,189402.4,Moderate,Well-Lit,60
MMTI-2025-19124,Taguig,Motorcycle,Head-on,Risk Level 2,Cloudy,32.0,Male,0,"PHP 322,366.33",MODERATE,Unlit,30
MMTI-2025-04424,Caloocan,Car,Head-on,3,Clear,34.0,Male,0,"PHP 44,335.26",HEAVY,Well-Lit,40
MMTI-2025-18925,,SUV/Van,Side-swipe,6,Clear,34.0,Male,2,1082.6k,Heavy,Lit,60
MMTI-2025-20181,Manila,SUV/Van,Head-on,2.0,Cloudy,25.0,Male,0,195070.14,HEAVY,well lit,30 km/h
MMTI-2025-20840,Quezon,Motorcycle,Hit and Run,3,Rainy,60.0,Female,0,788442.9,Moderate,Well-Lit,60
MMTI-2025-05910,Quezon,Motorcycle,Rear-end,3,Rainy,28.0,Female,0,"PHP 806,214.37",Moderate,Well-Lit,40 km/h
MMTI-2025-02409,Paranaque,Car,Head-on,3.0,Clear,33.0,Male,0,122810.32,Heavy,Well-Lit,60
MMTI-2025-21917,Paranaque,Jeepney,Side-swipe,6,,37.0,male,3,254214.36,Moderate,Well-Lit,60
MMTI-2025-07949,,,Head-on,3,Clear,,Male,0,130220.87,Heavy,Well-Lit,60
MMTI-2025-01886,Makati,Car,Rear-end,3,Cloudy,50.0,Male,0,234295.17,Moderate,Poorly-Lit,60
MMTI-2025-05363,Quezon,Car,Head-on,3,Rainy,17.0,Female,0,659010.37,Moderate,Poorly-Lit,40 km/h
MMTI-2025-18746,Mandaluyong,Motorcycle,Side-swipe,4,Clear,36.0,Male,4,69917.34,Light,Well-Lit,40
MMTI-2025-07217,Quezon,Car,Hit and Run,Risk Level 3,Rainy,60.0,Male,0,652160.85,Light,Well-Lit,60
MMTI-2025-20990,,SUV/Van,Hit and Run,3.0,Cloudy,52.0,Female,0,482720.82,LIGHT,Poorly-Lit,60
MMTI-2025-00411,Muntinlupa,Car,Side-swipe,3,Clear,52.0,Female,0,57664.31,Heavy,dark,80 km/h
MMTI-2025-21434,Quezon,Car,Rear-end,3,Rainy,34.0,Male,0,"PHP 862,448.13",HEAVY,Poorly-Lit,60
MMTI-2025-01976,Quezon,Car,Rear-end,3,Cloudy,25.0,Female,0,371615.9,Light,Well-Lit,60
MMTI-2025-23417,Quezon,Jeepney,Hit and Run,3,Cloudy,53.0,Male,0,444930.69,Moderate,Poorly-Lit,60
MMTI-2025-23395,Taguig,Car,Side-swipe,3,Cloudy,38.0,Male,0,290990.12,Heavy,POOR,80 km/h
MMTI-2025-06922,,SUV/Van,Side-swipe,3,Clear,45.0,Male,0,0,Heavy,Well-Lit,60
MMTI-2025-02650,,SUV/Van,Hit and Run,3,Rain,37.0,Male,0,142379.92,Heavy,Well-Lit,40
MMTI-2025-05471,Taguig,Motorcycle,Head-on,3,Cloudy,19.0,Female,0,315833.18,Heavy,Poorly-Lit,60
MMTI-2025-19992,Paranaque,Car,Rear-end,3,Clear,34.0,Male,0,116136.92,Moderate,Well-Lit,30
MMTI-2025-03422,Caloocan,Jeepney,Head-on,Risk Level 3,Clear,26.0,Male,0,41286.91,Heavy,Well-Lit,40
MMTI-2025-01008,Pasay,Car,Side-swipe,3,Clear,54.0,male,0,"PHP 46,367.16",Heavy,Well-Lit,60
MMTI-2025-06481,Mandaluyong,Car,Rear-end,3,Clear,26.0,Female,0,78523.92,Heavy,Poorly-Lit,80
MMTI-2025-18712,Quezon,,Side-swipe,2,Cloudy,26.0,Female,0,41139.89,Moderate,Poorly-Lit,60
MMTI-2025-16874,Paranaque,Car,Side-swipe,3.0,Clear,39.0,Male,0,108402.16,Heavy,Well-Lit,60 km/h
MMTI-2025-08629,MANILA ,SUV/Van,Hit and Run,3.0,Clear,25.0,Male,0,,Moderate,Well-Lit,60 km/h
MMTI-2025-14922,Manila,,Side-swipe,6,Storm,31.0,Female,1,354096.12,Heavy,Well-Lit,80
MMTI-2025-08435,Marikina,SUV/Van,Side-swipe,,Cloudy,42.0,Female,0,43663.81,Heavy,POOR,60
MMTI-2025-22597,MAKATI ,Bus,Hit and Run,Risk Level 6,Storm,50.0,Male,3,1841604.77,,Well-Lit,60 kph
MMTI-2025-12125, caloocan,SUV/Van,Side-swipe,3,Cloudy,43.0,Male,0,,Heavy,Well-Lit,40
MMTI-2025-19659,Quezon,Car,Rear-end,6.0,Rainy,17.0,Female,2,1066730.87,Heavy,Poorly-Lit,60
MMTI-2025-12282,Quezon,,Head-on,3.0,Rain,43.0,Male,0,69909.87,Heavy,Well-Lit,40
MMTI-2025-17088,Paranaque,Car,Hit and Run,6.0,Clear,52.0,Male,1,"PHP 120,792.66",Moderate,Poorly-Lit,60
MMTI-2025-03665,Paranaque,SUV/Van,Head-on,2,Clear,53.0,Female,0,111246.89,LIGHT,Well-Lit,80
MMTI-2025-09210,Paranaque,Car,Hit and Run,3,Clear,38.0,Male,0,110612.39,HEAVY,Well-Lit,60
MMTI-2025-13015,Mandaluyong,Jeepney,Rear-end,3.0,Clear,17.0,Male,0,"PHP 80,151.81",Light,Well-Lit,60
MMTI-2025-01784,QUEZON ,Truck,Rear-end,3.0,Clear,54.0,Male,0,,Heavy,Unlit,80 km/h
MMTI-2025-02505,Taguig,Car,Head-on,2,Cloudy,36.0,Female,0,316516.5,Heavy,Poorly-Lit,60 km/h
MMTI-2025-19155,Quezon,Car,Head-on,3,Rainy,39.0,Male,0,1027443.12,Heavy,Poorly-Lit,60
MMTI-2025-16891,MAKATI ,Jeepney,Rear-end,2.0,Clear,52.0,Male,0,18973.05,,POOR,40
MMTI-2025-01928,Quezon,Car,Head-on,3.0,Rainy,73.0,Male,0,1117079.11,Moderate,Well-Lit,60
MMTI-2025-12929,Taguig,Car,Side-swipe,Risk Level 2,Cloudy,46.0,Male,0,282270.38,Moderate,Well-Lit,60
MMTI-2025-08094,VALENZUELA ,SUV/Van,Rear-end,3.0,Rain,39.0,Female,0,,Moderate,Lit,60 kph
MMTI-2025-14550,Muntinlupa,SUV/Van,Rear-end,3,Clear,45.0,Male,0,52880.37,Heavy,Well-Lit,60
